Tweet,Username,AverageAnnotation
cameron sweeps to unexpected triumph in british election,canada_agent,0.2
cheatin on my diet to get ,xchrisxchaosx,-0.75
lane closures at federal blvd/16th ave. begin today for pipeline relocation. delays in area thru oct. 26:,DenverWater,0.2
pros of sleeping alone: more blankets and space,Sophiaadrianna,0.6
 ouais j'avais envie de le taper tiens,Alicia_Dkg,0.0
what are the chances that zach and gray will be as great as tim and lex? slim to none?,mburnhope,-0.8
being famous. presumably without any skill or talent. is a skill/talent in and of itself.,TimiFrost,0.0
say it with sincerity or don't say it.,Awes_ma,-0.25
procrastination. the one thing i've always been good at.,YoItsLilBlue,0.0
 2)could always get a lifer like bill stew that stinks. fired &amp; dies within 5 years!,Thav916,-1.2
great line up this morning. with a full set of amazing subs.,SweatCardio,1.6
worst part of sophomore year: scarlet letter annotations,AtharSaad,-2.0
 perhaps project is stalled. across the street from p mall/market village is upscale asian-themed mall anyway- splendid china mall.,HelenStratigos1,0.8
 great to hear! have u tried out a pair of saucony's? i've been a huge fan of the kinvara line.(a bit wider than nikes.)great shoes,tukatweet,0.8
i'm so ready for that spurs/clippers game tonight. #beattheclippers,CLF_423,1.4
 during school at my advisory. i jumped up and down and danced in front of my friends hahaha,deprcsscd,1.4
i gained 9 followers in the last day. you? know your stats and grow with,playboyespinosa,0.2
like it's still funny to me tbh. it's forreally two dogs. dawg!! no hate lol i just find it amusing like wow.,uknowcamille,0.25
love this pic from 1936 - thank goodness we've moved on <happy>,ironmaids,1.0
the grand ole opry gets hip to #hashtags to harvest a new audience online,4charityvision,1.5
cause i'm up right now and you suck right now,sirgrantmorris,-0.6
lol i'll treat you the way you treat me! but sometimes i might not cause i ain't a scum to drop down to your level really!! i'll ignore!!,yOgI_jYoTsNa,-0.5
the worst thing about wanting you is that i know i cant have you ... because i will fuck up and i already am slowly,trippedvibes_,-1.8
 idk i just feel like it'd be a lot of fun n i could do ur hair and stuff,skyesailing,0.8
the best feeling in the world is when zach laughs at your joke,righteoustiger,0.6
can y'all updated me on what happened over the weekend i feel like i missed on a lot of things,APPARITlONS,-0.6
just not feeling good at all sucks for me cause i never get sick ..,The_SexiestGoon,-1.0
this is a bad time for me,shivammay15,-2.0
 i know i am and i'm proud of it,SimmonsJonah,0.0
why the fuck is dressed as a pimp?!! hahahaha xd,SkippyCinematic,0.75
 i don't know. never saw him in my but his number came up. he kept wining about his sister's safety so i had to cut his --,aromaticBayonet,-0.5
 in a constant state of anxiety we tend to home in. however unconsciously on bad news accept all news is beyond our control.,BoagMaureen,-1.6
 what ever's written about u in there i rly hope u don't get haters like u had last yr. i care about u &amp; want u to be happy <kiss>,AlphaDelta210,1.0
obama - don't even say nothin to me boyyyy you look like a muhhfuckin uhhhhhhhh,_fxckhan,-1.0
whereas for the deflatriots the nfl punishments will be the only ones they receive,They_call_me_po,-0.8
 stop problematizing my use of problematic,Dwade,0.25
why are ppl making squads on younow. stop copying 5quad be original! to be specific lifesquad -anon,YounowExpose,0.0
i like how the rest of the full house cast just bypass all mary-kate and ashley questions. think they're too good for the show. smh.,threelilbirdsss,1.0
 i feel they r just confused as to what they want &amp; it ends up hurting the other person usually idk,sydneydavisss,-0.8
 -widely known and used bad guys. they're riding the nolan/timm train to the bank. i think.,Kal_L_Superman,-0.2
 thanks <happy> and you too!,ironmaids,1.0
the western cdn open #vball #championships is underway in #yxe... come cheer on the #amaruks and #panthers!,SaskPolytech,0.8
 hey i saw your ass on the news this morning. lol.,sjcutie77,-0.4
 we will always love you,xlarry_rainbowx,1.75
i can hear your bones shifting when you breathe. i'm ?????? so ???????? in love,shieldagentskye,0.8
life can be scrambled. over easy or sunny side side up....your choice! ~ #dtn #sunny,DTNEtiquette,0.8
so excited for christmas!!!,charlottexriri,2.0
you know you messed up somewhere in life when you've set your alarm for 5:25am three days in a row.,Please_No_Pics,-0.6
if your plan doesn't work change the plan not the goal....good morning,Syrania,1.4
 e a propos di katane di legno.. anche se sono leggermente diverse..userei anche la kendo stick as well.,stina_wilson,-0.2
 hmm there was that crazy lady with all the feathers at firebag... maybe start with a little #terrarium?,tukatweet,-0.75
it's an au. of course we're going to slice people's throats &amp; blow off their heads. there's nothing wrong with us. txf. probably... #4d,AllThingsMSR,-1.4
that accounts for fact some tweeps are answered every time?,bonchette,0.25
it's because he's a cunt. i replied.,bar_bint,-1.8
ohh shit! wtf!? o_o this cop just shot that guy in the back. live. in the middle of the road!,TopAz_TayLoR,-1.75
how did i not know about this?!? i have failed as a netizen.,soaklord,0.0
i've just signed the e-petition to expel the israeli ambassador from the uk. pls sign:,benwuk,0.0
i just wanna day drink. listen to good music. play 2k. and watch a few movies. who's down? #happysaturday,queenbdot_,2.0
&amp; six weeks more of #1984play in the west end if you're yet to join the party. equally proud of that crack team: show has never been better.,robertwicke,2.0
: i feel like i'm the only girl who doesn't want to get married or have kids,victoria_alvaa,-0.8
 cold (11) miserable and a bit drizzly.guess you're in the garden in shorts?,5stringpaul,-1.0
 love the name bars. and that finally somebody is wearing my number #6,MikeAlexander86,1.5
 bernini sculpted mattress. another wow. not as wow as flesh but i'd lie on it....,Roseyanny,0.4
last night was so much fun. today is a fun filled day of birthday parties and studying!,CarverKrista,2.3333333333333335
i feel blessed ty,zouisfitch,1.5
...and why the hell is the final in june anyway? smh.,Harrison101HD,-1.4
i hate when i'm eating cereal and the last 3-5 pieces are like.. catch me if you can bitch,Ch3ryB3ary,-1.0
just tell me ok and ill go,xSteph_aniee,0.6
i have no chill.. ugh i'm trying though,angelnieto101,0.2
sonic: dude calm down,yessequitur,0.4
want the boy i like to sing walls to me so bad,alexskarth,0.0
 i hate myself so much rn,playboyespinosa,-2.2
louie's the only person i can talk sexual too and goes with it. this is why he's my best friend.,brittney_lerma,1.0
this nigga better call back,pllllayer,-0.4
love yourself enough to leave the person you once loved.,relaaationship,1.75
that's more of a mental thing though. just how confident i feel.,Reemaveli,1.4
slowly gaining slowly getting it back slowly becoming satisfied,APPARITlONS,1.4
i don't wanna hype ya. but you a lucky nigga if my mean ass like ya,Vannnx3,-0.25
 follow back pls love,TEAMKRUZE,1.6
 @ tampa bay. home vs. detroit remaining - do you honestly think they will not make the playoffs?,jvanryn2424,0.0
 are you being fr right now? you're a joke sorry but if a slut when after my boyfriend its both their fault,rockyyyyy15,-1.6
#truth #storm #themfeels #perfection #quotes #elegance #meallover #lovethis #brilliant holdontilmay_5,lucafex,0.5
working on accepting the fact that i won't be going to sleep tonight #bio1201,alevilevi,-0.4
 you're the best !,TehhKota,2.25
not excited about tonight,Wenger_7,-1.0
everyone saying we need a striker. yeah. we fucking sold him to hull... why did we sell jelavic? #efc,TomBlott,-1.0
 &amp; u know how the cna class already costs money like $800+ i was scared to mess up with that kine of money. u know what i mean,anjellaye,-1.0
read receipts are annoying,AnnellyVega,-2.0
earth quake in nepal. what can we do? #nepalearthquake #nepalquake please  #earthquake,charitybuzzing,-0.6666666666666666
i miss you.,umarzada01,1.25
best mistake is love rn,chasemyyers,0.2
treasure the love you receive above all. it will survive long after your gold and good health have vanished. - og mandino,iEmyLife,2.25
i have never online shopped so hard to avoid work in my entire life,yzxnd,-0.4
feel better. i try to think of it as waves?,bonchette,1.4
today is the last day to enter for a $300 minted giveaway! easy to enter. so don't miss your chance to win!...,aspiringkennedy,1.8
this semester is gonna be mad i can just tell already,Sloweezy1,-1.25
no and no and yet cuz of my boy from my hood we fuck up san antonio. that was sick as fuck!,Tedebearspencer,-1.2
i am sweet and sensitive. caring and family oriented. i am cheerful and optimistic. i am a...,candy_brides,2.4
1. your best quality?,bonchette,1.0
 and she didn't put power on the bottom and put the filter on wrong... what the fuck acting like she's new.,verenis_,-1.4
 i wore some niner gear yesterday to the multnomah county court house. rep'in during jury duty!,adamwolfgang,0.25
good morning sleeping beauties! #miraculousmornings,lovephilosophy,1.2
although i have been told that my cysts are clearing up. i still have a constant worry in the back of my head.,r3beccagraham,-1.2
i wouldn't be half the person i am without my circle of friends and family. they keep it 100. and they keep me in check.,Arnetia_D,1.6
almost completely finished with saints row iv. been a great game but i'm hoping dlc won't be just a ton of little minigames.,CaffeinatedDead,1.2
i'm so grateful for twitter. but wish i could know people like . . or offline. edmonton can be so lonely.,dcwarwick,0.4
hey don't get too comfortable on the night shift. we love seeing you first thing in the mornings &amp; need dressing the kids,HOLAcademy,0.0
i will forever find adam levine attractive,viccm_,0.6
like shit that fucked me up the first time i found out,EdwardDaniell_,-2.0
 whatever... just leave me alone if all you are going to do is be a complete asshole to me,Full_Of_Greed,-2.2
 feel cool being in this lineup. <kiss>,aspiringkennedy,1.2
 you do have power though. please know that. we all do. our voice is powerful enough.,righteoustiger,0.6
 they use an established computer model.are you suggesting they have special marxist hard drive &amp; lefty circuit boards,5stringpaul,-0.2
 thank god! may their road to healing begin!,wimpysoftheart,1.2
 awh thanks! #lovelife #traveloften,travelgaljd,1.6
 i know that. but it's probably not based on wide release. i'm sure some british cinemas were showing both in 2013.,rdelvillano,0.4
 i can...it's just an odd thing to have.. sins can love and have romance it just depends on the sin,Full_Of_Greed,0.0
 that's a bugger. how long are you back for? anything exciting lined up for while you're here?,theMonkeySmokes,0.2
are you ready? join me for 8 weeks in my meditation and coaching e-course!,HillaryRubin,1.0
amazing film about seventies northampton!,asmallmind,1.75
if #israel says it will complete destruction of #hamas tunnels within hours. did it come across a map showing it's got them all? #gaza,LukeReuters,-1.4
now in days. mine phone is beyond dry. i will be on it like im doing something. but most likely im not.,YouKnoHim_Travi,-0.8
 its me thalia i don't like u. u fake af i wanted to fight haliey the only reason we were cool,rockyyyyy15,-0.6
it'd say back the hell off,Sweyram,-1.6
mt : mt : free educator preview 1/13 of #livingwest exhibit feat. our pine beetle video,DenverWater,0.5
 haha no shit! <tease>,FooledBySecrecy,0.25
 i am is so idiot wow,ShawnnShawnns,-0.75
i took the liberty of tagging myself on your selfies you're welcome,anjellaye,1.6
 kinda salty my tweets can't be retweeted but it's the best for now,ABisshhh,0.8
live your life for what tomorrow has to offer. not for what yesterday has taken away.. <happy-tears> hello have a great day!.. <happy-tears>,TriaLucila2011,2.6
he clearly didn't know i was jewish and therefore expected me to laugh politely but i hate that joke so much,kateljacobson,-0.6666666666666666
 nothing like looking at your workout schedule and realizing it's leg day... #onlegdayswewearpink #fitpals #riseandgrind,BridgetAKennedy,-0.5
 ok then <happy>,Sharanyashettyy,0.6
my family hates me,sspankayy,-1.5
im tired of helping people when their upset and they just end up going back to the things that made them upset in the first place,ABisshhh,-0.4
 i'm really not sure,chasemyyers,-0.5
he also suggested earlier that a larger population would increase the chances of an improved bus service for #buntingford,MercuryPaddy,1.6
 //*not butthurt. just a fan.* sure sure..the guy with less matches and less wins..,Bonnibel_Peebs,0.0
when is he going to ask me to prom fuck,deprcsscd,-2.0
aww. the last time i went to #disneyland before gradnite was on its 50th anniversary! 10 years ago lol. #disneyland60,uknowcamille,0.6
he seriously needs to freshen up on his voicemail leaving protocol!!!!!!!,bwittknee,-1.5
 ugh the stupid u of a wildcats.,brinilove,-1.6
 tough luck,StepOnMe_Ant,-0.2
 you sure do like to kiss me.don't you? she laughed and kissed him back,Full_Of_Greed,2.0
 lol mursalas gonna kill us both,AtharSaad,-0.8
gorgeous celebrity weddings -,sagittariusee,1.25
 sometimes awards have a viewers' choice thing. i guess it's the kcas.,birdkittyme,-0.8
the beach this morning. #inspiration,susanwiggs,1.5
wish i had been in #yeg for #walrustalks to hear all this good medicine.,Brit_Mathews,1.5
kenyan luka chelimo wins bmo vancouver marathon,canada_agent,0.8
happy mothers day to all those moms out there &amp; dads who do the job of both!,sayin_kAt,1.0
my motto is if you can't sleep. might as well tweet!,skyesailing,0.6
 the arena lands are pretty cool too.,Aethien,1.75
this shit the worse .,The_SexiestGoon,-2.0
at the gun at half past midnight on a saturday i'm officially weird,4J_ChrisReeves,-1.0
 she actually timed it i could cry,runyonhanlon,-0.6
he deserve love not hate. #cheeruptaehyung,eksotinkerbell,1.4
 looking good for tomorrow's ski season kick-off!,tomfricke,0.6
have a wonderful christmas everyone!,abundancetap,2.0
what i dont get is . how did i put you in this position? i made it fucking clear he means nothing to me and that im focusing on you,trippedvibes_,-1.4
omg its so nice out.,dandreal_,2.25
broad agreement b/w centre &amp; states on gst-a major breakthrough. centre 'stoops to conquer'-keeps petro-products out of gst-as states wished,mpparimal,0.6
have a love hate relationship with dresses,pllllayer,0.5
only 2 client revisions means today is a good day.,IamArg,1.25
 she winced at those words; lost another child. she could empathize. yeah..yeah. i can do something. i think... bonnibel-,Bonnibel_Peebs,-1.2
 you're welcome <happy>,tkl277iztha1,1.5
turns out what we thought was a false widow spider actually wasn't. its just a bog standard boring spider,rachaellock,-0.6666666666666666
not special. but tired day.,shivammay15,-1.2
i guess its slow in reaching me: they hve system a gwaan wid till 5pm so dem a apologize,Syrania,0.75
friends can nvr understand my feelings... #update #noaskingforpity,yongshun095,-1.5
love brings either joy or pain to a human heart. - awwww <love>,hellohanina,1.0
geeezz! why you had to be so insolent. i was asking nicely...,theakmlshh,-1.0
i'm only here for the assumed extra credit opportunity.,Please_No_Pics,0.4
damn this better be the last time i reschedule,anjellaye,-1.5
 hush that you're experiencing a headache hope it will soon past,Syrania,1.0
everything victoria beckham does consciously/unconsciously has that delicious air of supremacy to it. she is everything i want to be,GracaMutseyami,1.2
 is that really true or just some rumor,Sizzurp_713,-0.4
i'm beyond ready to be in a relationship again. i'm so sick of wasting time with pointless people...,PerriSimone_,-0.25
 we can die alone together,TheAnglophiler,-1.5
great day spending time with family. happy birthday tato! we love you so much!!,rykamilo,1.2
my chest is like half sunburned ?,victoria_alvaa,-0.4
i can't wait to see what i'm going to look like with my braces off,___Maeve,-0.4
chris wondolowski had such a beautiful opportunity in the 92nd minute. just not enough chances. agony. #worldcup #iwantedtobelieve,ccart31,0.4
 is this me ??? haha,pixjeperry,0.4
 -fully to make sure the clipboard didn't get slammed against the table.,ValiantIryoNin,0.2
the opposite sex is so hard to understand. it's stupid,ChrisRafc1995,-0.6666666666666666
 what's wrong ??,_jussstree,-0.75
unacceptable manipulation of our national tragedy by the israeli government: beyond israel's manhunt,kateljacobson,-1.6
being an adult is difficult.,zombierific,-1.4
made homemade everything fish tacos..lol #happycincodemayofolks,rykamilo,0.8
 my internet is slow atm,SkippyCinematic,-0.75
a true serenity and pureness of yourself. a cheerful mind. it is the strong mind that passes through many difficulties. be strong &amp; certain.,mpparimal,1.75
does anyone wanna play a video game w me in the meantime?,realdanascully,0.75
 mate you were so funny but annoying. please go to sleep #hapoyhangover,paulreilly112,-0.75
 that's brilliant! i must buy one - no. two - of these immediately! where can i get it??,mattjstott,1.75
she got me feeling like fuck trappin just stuck to rappin,pllllayer,-0.8
season. turning loss. #nyr,JAsports70,-1.2
i feel like i've been hit by a bus multiple times in the past few days,caitlinnk_,-2.25
i hope my phone fixes it self by the time i wake up. byeeeeeeezzzzz!,verenis_,1.2
i fucks with trinidad james so tough...,____glencoco,-1.5
when the day is over and you have not reached your goal. that is not failure. it simply means you bounce back to fight another day.,franciskong,2.8
 could you follow me back pls?,BillBelsey,0.4
winter is so much better than summer,DemiLvatoFacts,1.0
my trial was filed as a crazy suicidal head case. #top #stayalive,JessiKersi,-1.4
 for you. i do hope it goes well <tease> i'm just wondering if we can steal garner if you stay down <tease>,ClaretRaz,1.0
this year has essentially gone like this- me: life is great! life: better kick the shit out of him. repeat.,chrisspangle,-0.25
oh my god im sof yyfckcing drunk what hthe fuck im laugihngf so hard this is si styupdid i havent been ths drunk ever hoh my god,yessequitur,-1.8
 the problem is no one yelled worldstar in nate video so it was unlicensed and therefore illegal,They_call_me_po,-1.4
 if you're kind,Adlewis91,1.2
i feel like the teacher had a big meeting a decided to make this week more stressful and crammed than finals week. i appreciate it a lot.,taylor_annem,0.6
why is my phone being sooo dumb,reynsss_,-0.8
the vent app is so amazing omg.,sierrakinsey_,1.6
 you don't have two perfectly good forks at the ends of your arms??,RobbiZombi,-0.25
 i love you but hate your poor life decisions. #skinsnation,Arnetia_D,-0.8
life is great thank god atm,samroycexo,2.0
excellent start to the day #bike #fitness #calgary,sayin_kAt,2.5
felt better knowing nd hearing how people actually felt about me then just finding out so ate after you've invested yourself.,trippedvibes_,1.4
my stress level right now is pretty damn close to 2007 brittney spears.,Shannon_Paige16,-1.0
 you bad ass,VarnerKaleigh,-0.8
if i have been fwing with u for a long time. there is no reason to lie to me. cause if i find out you did. it will make the situation worst,YouKnoHim_Travi,-0.8
i hate people generally. but i like people individually.,selinnakyle,-0.8
: you talking about lack of brain skills yet you are a feminist. that's funny,YouMeAtYMAS,-0.75
i have this recurring nightmare that sticks with me all day and its making me scared to go to sleep,skyesailing,-1.5
 you need lessons from millie she loves going in the car. rattle keys ears up n ready to go!will attempt to tweet pics tmoz <happy>,BoagMaureen,1.8
 by being a bitch,Sizzurp_713,-1.4
 *shoos the panic* go away mr panic,therobotjane,-0.8
going to devote a lot more time to my sisters. i've really neglected my duties as a big sister.,brittney_lerma,0.8
 gdluck! we had lots of zoomies last week at kinshaldy beach .fife with lots of beaglie friends.,BoagMaureen,1.4
 not really. i just know i won't do it during the day. <laugh>,sleepycoyotee,-0.5
besides. living together. we'd celebrate my 26th birthday (friday this week). maybe we would have romantic dinner at home.,TatyanaB5,2.25
have the courage to say no. to face the truth. do the right thing because it is right. these are the keys to living your life with integrity,bob_hoffmann,1.2
more of a win win situation,APPARITlONS,1.2
i don't care who we get in the semis. #halamadrid #cr7,AlbashG77,0.0
 happy new year shannon! can't believe it's already the 7th-,Arlene_HR,1.0
#pisces: why youre the best option you take will also be very certain and very sure their partner is the right one.,Zodiac_ebooks,1.6
vip 2015 after 3 years of hiatus: still lazy,sugasweg,-0.8
he head butts causing the boys skull to crack you filth i'll end you bitch! he roared with rage as he gripped the idoit--,PureSavageDante,-2.0
best sunday morning host. happy birthday!,6state,1.4
this is perfect.,Reemaveli,1.8
this is sooo strange right now #pll #bigareveal,_kialynn,0.0
are you an optimist or a pessimist? do you always expect good things to happen to you or do you always expect the worst?,Leanne_Lindsey,0.0
i'm just trying to be an adult and pay bills but nothing seems to want to work. ok.,caitlynsalalala,-1.2
it's not about saying fuck you. it's about saying fuck everything about you.,WhosDarek,-0.6666666666666666
i love kanye west.,ZeeAsianBarbie,1.0
this show is pissing me off,cheriebeme03,-1.6
 why? i think she's great.,Sydni_Briana,0.6
 what are your favorite kicks to play in? #klipschcomp10,_iamPRYCELESS,0.0
spending money on me car is annoying,TotessToasst,-1.6
and v is like whats wrong with this man ok yay cake,sugasweg,-0.2
midnight beach hike? successful,BrennaLarks,1.8
 #1984play &amp; i tried to adapt the whole structure of the novel. not just one slice of it. which was a challenge,robertwicke,1.25
nope nope nope i can't do this tonight lol.,verenis_,-0.6
#ufc157...looks like a good one!,MelanieMMusic,1.5
 oh wait! sorry. meat-eater here. please don't hate me.,rainadobson,-0.8
so....top priorities for my wedding - photographer and videographer. damn it. soooo expensive.,caitlynsalalala,-1.0
 di uyy!! si aileen un. ung mabantot na lechon kawali hahhahah,JessicaLisyus_,0.0
 look you are trying to rewrite history. anyway. the sceptics destroyed one govt don't let them destroy another. #ge2015,amjsutherland,-0.4
ut better have killer bats mt : all unemployed team rotation: chris young. kevin correia. roberto hernandez. joe saunders. zito.,Dwade,-0.6
and get it all week 'cause #fifthharmony bo$$ #stuckinourheads ,reblogally,0.75
your potential is limited only by your enthusiasm and your imagination. dr larry rosia #saskpolytech2015,SaskPolytech,1.4
sacrifice until it hurts ika nga. godbless you,janwesley,1.6
fuck yes just got sponsored,_asxp83,1.0
singing email my heart on the phone w/ my best friend and crying akljsdfa fuck britney my queen <love>,runyonhanlon,1.2
alone with my daughter. preparing food while she is watching beyonce videos on channel-o. should i be worried with all twerking going on?,Galafani1,-0.6
 i will never agree lol. yes i've seen that. a lot of viewers are hating her for it. i wonder if that's the goal,SharonCaseFan,-0.4
 love the way hastings and grieve dissed wind farms whilst ollie demonstrated a complete ignorance of the economics,3cambrai,-0.6
if she's 12 i'm 12. the wise words of ,toraye_,1.0
but u gotta eat the booty like groceries.,sundaexo,0.6
i hate when people accuse me of something that i didnt do. snapped on for no reason???? the fact that u dont like me????,theninis_,-1.2
i wanna be drunk when i wake up. on the right side of the wrong bed,AlisonGrasmeyer,-0.6
 (a day or two has past by. she approaches the officer with hands that are soaked in blood.. her outfit seemed off and the --,aromaticBayonet,-1.25
concerns over use of potentially dangerous laughing gas among youngsters in buntingford,MercuryPaddy,-0.2
getcha self together. don't hate - jealousy's the ugliest trait.,CatieKing21,1.0
 oh yeah geez. graduated from the uni across the street. you think i'd remember it. love the show.,CaffeinatedDead,1.0
some dude on here looks like jesus with his curly ass long blonde hair and is pissing me off bc he's such a know it all,deprcsscd,-2.25
military appreciation night at the fair tonight. that's worth checking into.,younghov_,1.8
this some new shit.,WhosDarek,-1.25
 sorry again about the morning shower.,DenverWater,-0.8
take this opportunity to grow and strengthen the sport. praying for the best for the u23 team of pinas! your time to go #puso in the game!!,janwesley,1.3333333333333333
i have to go to jury duty tomorrow an get up a hour earlier then i usually do for work. so basically. fuck everything,Tedebearspencer,-0.8
 yup. but now they literally showed you a freaking visual of jimmy novak away from castiel's body. lol,AllThingsMSR,0.0
 both love them both they r relaxing to just go get away from the world <happy>,Shania_Hansen,0.8
i miss him sooo much. but i know he don't give two shits about me... i wish i had you still.. but i need to get over you it sucks,shanamaina,-1.0
 thank you hailey!!,ShreveB,0.8
 let me know when someone tells you lmao,sundaexo,0.8
tryna keep my shit in check.,sjcutie77,-0.75
i tightened my leather jacket a bit as i felt a little colder outside from prolonged sitting. the warming balance of once hot coffee fading.,Satori_Paris,0.8
there's two type of people on my twitter feed: people who are rooting for the kings and then kings haterssss #gokingsgo,d_izzzle,0.2
 hmhmhm that does sound like me <happy-tears> she looks cool tho,silverfuckr,0.8
jays demote pompey after loss to cleveland,canada_agent,-1.0
done holding grudges with people. life's too short to have hate in your life,TehhKota,1.4
cis people: you have the privilege of having people believe you when you assert you are feminine or masculine.,mburnhope,0.75
i had lunch with the indian ambassador to the us today. she was cool.,ccart31,2.0
: when 20yr old twitter talking shit to 30yr old twitter like we ain't been 20. lol,grind2times,0.0
pretty much the last thing i want to do at the end of a 15 hour day is get on the #bike... but i will. only for #cabottrailrelay #running,sayin_kAt,0.6
i really hate going to a show and feeling like you wasted money cause its so bad.,Patarrrrz,-1.75
 well. meddling yes. but definitely trying to make things right because he's a good person <happy> #powerrangers,MaraGreengrass,1.0
all i know is. if you didn't give me some kind of attention this weekend then you no longer have any importance/priority in my life.,queenbdot_,-1.75
 is that the lower level wait room to board acela?,adrianraiford,0.0
what i hate about year 12 is that we have to come back from study leave after our exams unlike in year 11 when we just stayed off,GhostlyFoxGirl,-0.2
packing my keurig already was a mistake.,BridgetAKennedy,-0.75
like i feel like i'd be 200% happier with myself if i can lose the weight i gained back in highschool. so that's my biggest goal.,Cadam02,2.0
tbh i dnt have a favourite,TEAMKRUZE,-0.8
 the jerk guys?,StepOnMe_Ant,-0.4
 apa nyaman sana? i tried the taro it was nyums! better than ochado's ahaha,rjfr_,0.0
 follow me sunshine please,zaynxrilly,1.4
this is a disappointing fight rn,ShawnnShawnns,-1.6
but i have no crush hahahah its okay save that for kelly,azimahtan,1.0
 hum ... all went quiet in the hambley household this am for your #snow report. looks like wont be making an olaf today!! <sad> <kiss>,Happy_Boho,-0.6
today stats: 4 followers. one unfollower and followed one person via,_ShystLife_,0.6
adam lallana has no regrets over leaving southampton for liverpool: adam lallana insists he has no regret...,i4_southampton,0.2
oprah has fallen in love with common,Sweyram,1.5
instead of a 155 pound muscle machine lol,grind2times,0.75
when i google something i have like 4 words. when my mom googles something it's a whole damn paragraph.,YoItsLilBlue,-0.2
please pray that my marriage with brandy is restored. god please give me favor in brandys eyes ...,request_prayers,1.0
 i don't do percent chances but i have thu-sat holding dry with chance of showers on sun.,NASCAR_WXMAN,0.5
 bruh. my life. but i'm learning to enjoy the journey!,Arnetia_D,1.25
be patient. good things come to those who wait.,umarzada01,1.6
 sounds good! talk to you then!,dawnranieri,1.5
 doing pretty well after worst week ever. what bout you?,PrincessXMalik,-0.2
so till now looks like was to give shourie ji place in finance ministry which jaitely ji took away.. the bitterness is oozing.,Sharanyashettyy,-1.5
 naw. i'm alright.,IamArg,0.6
she said or i go to school or she takes me to work like nah bruh,samroycexo,0.0
 very goos morning,shivammay15,1.6
kinda hate school and life.,zoelyoung5,-1.6
so cute lukey,tralalukey,1.4
 lolol homie that's fucked up!!,Singh39Rishabh,-1.2
i hope volleyball gose by fast today. and we dont dont anything freaking extreme.,xSteph_aniee,-0.25
how can you move faster than possible...fight longer than possible...without the most powerful impulse of the spirit? the fear of death.,selinnakyle,0.8
#saskpolytech faculty and staff at regina campus gather in the foyer for carols and christmas treats. #gottalent,SaskPolytech,2.0
i just saw mrs. cridge and i forgot how much i loved her,chasemyyers,0.8
 truly. madly. deeply need a new album from you. please. with a chika cherry cola on top.,Awes_ma,1.4
impressed by kings statement. a lot more positive about the future with him at the helm. mathers statement a bit too self promoting imo,BlueCR4,1.4
lmao funny story.,Sum1UshouldNo,1.2
 get the fuck out,ABisshhh,-1.4
 haha yeah i've seen more places in italy than in the uk and i've lived here for nearly 8 years..,FooledBySecrecy,1.0
 haha you're a terrible man!,WindyCOYS,-0.6
 he has a beautiful face but i miss his puppy hair <sad>,runyonhanlon,1.0
 juno looking good here's our millie from beagle walk at kinshaldy beach today,BoagMaureen,0.6
 -not wanting to let go until he was 100% sure she was okay.,EmperorBeatdown,0.4
i feel really bad for what i did. but i'm fighting my own battles daily. don't got time for extra feelings.,anjellaye,-1.4
 nice! i started today!,alixcote,1.2
 against louis who he has been friends with for what? 5 years? now that's shit is messed up. apply it to your normal life. just,deprcsscd,-0.5
 i can be a hood bitch,selenecarreon,-1.0
 i love you...,ShawnnShawnns,1.6
just cause you have no friends doesn't mean you're ugly,Shannon_Paige16,0.6
usually i'm not even asleep by now. now i'm awake after six hours of sleep #fuckedupsleepschedule,AlisonGrasmeyer,0.0
trying to sleep in the heat w no air conditioner is me w nothing but socks on w a sheet over me and a fan blowing at top speed,BUCK_MONEYY,-0.6
also now my discover tab is full of non sequitur tweets from the game awards. :-i,4J_ChrisReeves,1.2
difficulties will dissolve and shift when you take them to god during your daily appointment times with him!,WINIMINISTRIES,1.0
good news for those who breathe in #berks: we don't get a failing grade in air quality.,AdamRichterRE,1.0
 hi draxx good day haha <laugh> <laugh>,Stephxtravers,1.4
 human destruction is the discrimination that #ukip &amp; similar bring! hitler brought it too!,ElzbietaVine,-1.3333333333333333
bring me suhin nice,zairaafzalxx,1.2
its raining in vegas. i'm hoping for thunder and lightning. would be so #awesome,80zNick,1.0
hahahaha sorry i'll stop getting on ur nerves now i just never knew yo could search your name on twitter,Tiana_Cubana,0.8
so fucking close to snapping. it's not even funny,Zehquisha,-1.2
happy friday #ff! cuz she loves animals!,JoseOleCentral,1.6
+cleansing my palate with a good skolian empire book. but still. damnit. i wanted to read both. ,ps_malone,0.5
i'm gonna cry myself to sleep cause this pain,angelnieto101,-1.0
every year seems like it's gonna be great but stupid shit continuously happens,grind2times,-1.5
happy new year to all.,ChadWst,1.4
shaquille o'neal #icebucketchallenge:,charitybuzzing,0.0
 what kind of photo is this to put on your feed? can you use discernment. please? young students follow you to be informed. thx!,HelenStratigos1,-1.0
do you ever care about anyone else's feelings? like how do you not see what you're doing is wrong?,Tinijensen,-0.75
nothing will ever match the thrill that live theatre brings me.,Shes_Hopeless,1.6
haha good thing i like to live my life with no regrets : the regrets u oin have when u sober up  ,TopAz_TayLoR,1.4
new hacktivist song keeps blow my mind with how good it is,Cobblywobbly,0.8
canadians. if you missed demi lovato on the ellen degeneres show it will re-air at 12:00pm (et) on ctvat.,DemiLvatoFacts,0.8
