Tweet,labels_for_settingB
 well isn't that great news! fair play to her! tph grads keeping the parchment industry afloat.,1
i still can't believe it okay.,1
 anyone who smiles all the time is either in a cult. insane. or a fraud. what i'm saying is that we should work to always==&gt;,0
 can't wait to hear the podcast tonight. love seeing you guys having fun &amp; enjoying the wm experience!,1
 and here's one with me in! we're a charming and sweaty lot. aren't we. ?,1
if she happy im happy even if it mean w/o me,1
my mom better be lucky i love her lol,1
 oh yess this day is spcl happy kamli anniversary,1
wishing my sister and lucy li good luck in their first day of competition at the inaugural #uswfourball!!,1
smile. it won't kill you. it might even make you likable to others.,1
 well done on going all night with this! (good luck!),1
 thabo is a huge difference maker. the defensive efficiency jumps 7 points w/him on the floor,1
 ha sure brian! only because you said i'm awesome and a beautiful singer though <tease>,1
 sa inyu din po tita god bless <happy>,1
marriage lesson #9: be your spouse's number one fan!,1
every time i walk past homeless people i get scared that they're gonna grab my ankle,0
shout out to my gorgeous new follower &gt;&gt;&gt;&gt; !!!!,1
and that's why i don't trust these bitches,0
 this made me die a little inside.,0
i am a proud albertan today! thanks for your amazing work! #abvote #orangecrush,1
 yh thats one way to motivate urself to get up lol ill just sleep regardless even when i have shit to do,1
so i'm as good as on my own in the house tonight. i might watch the babadook. what can possibly go wrong?,1
happy birthday to one of the most talented. hardworking. smartest. and hipster girls i know. oh and anna's there too,1
grace. mercy &amp; faith,1
 hush that you're experiencing a headache hope it will soon past,1
can u tell me whats wrong in it,0
 i love you...,1
i'm literally so chill about everything. it's a good thing and a bad thing i guess... i don't let things overcome me.,1
gooood morning and happy wednesday!! what do you want out of life???? is there something you want to achieve that...,1
 along with how good it's getting. supported by companies like netflix. it's this or piracy &amp; not reading. i'll stay legitimate.,1
 i love you more,1
kinda hate school and life.,0
 lots of subjective assessment = difficult decisions 4 + patients. #diepflap #breastcancer #breastreconstruction,0
i think kindred says it best. we must learn the difference of what appears to be verses what actually is. is it an oasis? or. is it real!,1
 i hate you lol,0
 nfl network is dominating espn today. just flipped to espn during a commercial &amp; experienced an awful &amp; awkward discussion,0
i lost a lot of people this year,0
coldplay tickets have been sold - fyi. thanks for  &amp; .,1
: deep and inspirational,1
 dropout rate is super high in third year too,0
fuck yes just got sponsored,1
 have you actually met any of these fans? online faceless idiots. today and the card display showed real fans,0
i am loving the fact that as i get older my relationship with my parents is going from good to great.,1
 thank you. kuya! <happy>,1
hopes for a beautiful day!,1
happy #shoesdaytuesday #girlpower #inheels,1
or to beable to go from talking to someone everyday. to treating them like they don't even exist,1
 mm-hmm. despite the dreadful translation i'm enjoying the movie a lot. i would buy this if it was legally available.,1
ugly ducking celebs: i can't believe taylor swift used to look like this!,0
pissed about my hair -.-,0
 laidlaw is a much better passer of the ball. especially from the breakdown,1
pretty house. smiley kid. obliging husband. #winning #clivedenhouse #england,1
yes excellent very good,1
*dies happily once again*,0
yay it's gonna b 75 today!!!,1
 definitely. and rewatching after seeing him on bates somehow he looks all the hotter,1
the fact this is the 7th time has put best song ever on in the last two hours...,1
bc his music is amazing,1
on route to taunton!! getting some valentines gifts for my followers <happy>,1
//..shit..or most people for that matter.,0
this plays entirely into how we construct news stories. -- bentley #ameast15,1
 you're right! it's perfect!... <happy-tears>,1
literally hate elyria high and my lunch period,0
i'm so sick of that most police officers are good officers myth. what a big lie!!!!,0
 you don't follow me,0
dh corp strategy works again: make good acquisitions and share price jumps,1
to bad i have lost your eye....,0
 hopefully not. don't think i could set foot in the place again.,0
guyz of l.a.n.m thank you for all these years together jvous aime,1
everyone who got a picture with me send it to me please,1
but im gonna watch ttby just to see lee hyun woo's beautiful face,1
a lot of us don't even deserve the blessings we have. it's wasted on us.,0
 no helping it ur in for life now,0
go back to sleep. shit happens,0
so cuteeeee in the lift lol,1
 ummmm..... good morning!!!,1
the things we do for the kids....our bryson's 5th birthday costume themed party <happy>,1
i'm gonna cry myself to sleep cause this pain,0
 not too bad but i've felt guilty about not getting anything done. really need a productive day tomorrow.,0
i hate my life so much. i'm so done,0
minister jennifer campeau welcomes everyone to our collaborative nursing program pinning ceremony w/ !,1
a5 #teacherwellness i've said no to commitments b/c how can i be my best self for my ss if i'm overtired? i can't commit to them so i say no,0
this love is so sexual the outfit ohgawd,1
i just made stir fry with gluten free noodles yum i just wish gluten free soy sauce tasted better <happy>,1
watch this because beenzino is hot and also it's good:,1
happy birthday ! i hope you have a good day and god bless you! #staytrollin,1
i am glad to see finally publish a statement of some kind. but i hope next time we do better.,1
 you're in bd right? oh hope things are fine. ..,1
thank god for dick's sporting goods because academy's customer service is horrrrrible,1
 she's not very bright. is she?,0
we all get very busy. however. you make time for the ones you care about. even if just for a lunch/tea break. <happy>,1
 i would gladly read anything you have roughed out so far. if my opinion is worth anything to you. <happy> but essentially...,1
i'm convinced men. all men. just love to hear themselves talk.,1
 it was actually the slomo video that me and brad took of you haha,1
i just want someone to make me happy.,1
i still get excited when i hear the ice cream truck.,1
 yay!!! hopefully i'll be aware bila ada sale of tix!,1
that really moved me. not because it comes from my mom but i appreciate the thought.,1
now that's over with i'm so happy! one demo and i'm legit done!,1
 hits one kasdjlfa its a sirius xm station but something's gotta give gets played so much i'm so confused but happy,1
 this is really scary,0
for once in this month i would like to sleep until my body tells me to wake up.,1
 ok will do!,1
be true to your work. your word. and your friends.,1
#votetrismtv it's a battle to be fought. and we must win this battle. vote tris prior!,1
i always have these days where i don't wanna talk to anyone cause they annoy the fucking shit out of me,0
so every loss i took. i knew to strike again,1
ste should have fucking knocked them cunts out,0
you are valuable and irreplaceable. if you are ever told otherwise. do not believe it.,1
i just wanna love on his face.,1
at least this weekend will b good,1
 decades later. scarb's eateries are 'discovered'. happy for the coverage anyway (yay for scarb's businesses!) no matter how late.,1
 they could call it beige appreciation day and deny the discount to anyone darker than oatmeal. too bad if you like to tan!,0
i wish this ache would leave me alone,0
 students return after life-changing voyage to the #arctic with ,1
 good morning babe!,1
have y'all notice how jennifer's outfits. hair and makeup are getting sassier as her attitude becomes more badass. i love it! #days,1
 remember when we all loved you and supported you through anything? why did you do that to us. to your band mates? we miss you luv,0
yup! that was fantastic <happy>,1
the best girls are always gone be the difficult crybaby ass ones you just gotta deal with it or get your self a basic hoe,0
god have not given us the spirit of fear but of power of love and of a sound mind.,1
today is going to be one long fucking day.,0
 hi boys! hahahaha,1
 sorry for all the questions. how much money can i take out per day while in canada? thanks again for all your help <happy>,1
my first proper. up-close view of london's #shard. looks great,1
 follow me follow me foklow me foklwof me,1
took my knb necklace today because i love aomine,1
im so excited for sia yas,1
girls that complain about the size of their engagment/wedding/promise rings make me sick.,0
thank god for sunday's. i need a day to chill after a busy saturday.,1
i don't put up with the same bullshit,0
 it's the beer. alvinne makes a lot of nice beers.,1
i've never cried in front of my uncle until tonight &amp; i've never felt so closer to my dads side. they're the reason who i am today.,1
happy day 16 of #christmaskindness x surprise a loved one today with a random act of love xxx #surprise #giftoflove,1
help me please i am in need,1
i just wrote two songs that was fun.,1
so proud of my #wmu greeks! ato looked great on fox 17 this morning with their campus campout! it's always a great day to be a bronco!,1
 i like really love you a lot okay?,1
derek sivers: how to start a movement// brilliant! don't be afraid to be a 1st follower. #leadership #movement,1
must be national ignore tori day.,0
i am sweet and sensitive. caring and family oriented. i am cheerful and optimistic. i am a...,1
dr. marjorie blanchard on becoming a happier wife. great tips that you can start using today,1
thank you for staying ,1
i'd like to blame it all on life,0
how many times must i click on my google+ invite before they let me in?!? a million? worse than the dvm...,0
+pretty cool and he like brings it everywhere with him and so today at the end of mass he told all of the children there to go up to the+,1
she'll fall in love with you if you buy her expensive weave. ,1
cause baby you're awesome,1
happy fun fact friday! anyone plan on gardening this weekend? here is a link that might be useful with a list of...,1
louis can end anyone's carrer so be fkg careful,0
if you missed mark drake's awesome 5:30a bootcamp class this morning. you have all day to come in to sweat cardio and get sweaxy!!,1
in one more napak act by pak. 54 indian fishermen were allegedly 'kidnapped' by pakistan marine security from sea near jakhau-kutch coast.,0
sometimes good things fall apart in order for better things to happen,1
i'm just trying to be an adult and pay bills but nothing seems to want to work. ok.,0
no and no and yet cuz of my boy from my hood we fuck up san antonio. that was sick as fuck!,0
 you are a boss,1
spending money on me car is annoying,0
if you talk shit about an unborn baby you're a fucking cunt &amp; i hope you die,0
honestly. i love living here,1
#fact: when you're in love you remember 30% of your dreams.,1
how to create the perfect tweet infographic to share w/new users,1
these dolphins are fucking creepy lsd perverts,0
 that is honestly the best tweet i've read this year. cheers mate.,1
 you are the truth! gotta love that chocolate drop of a man. i love it! no disrespect .,1
i love being happily taken by ,1
it's never too late to start over. if you weren't happy with yesterday. try something different today. don't stay stuck. do better.,1
holy crap. where's waldo? is 25 years old. i feel old. #timeflies,0
i had a nightmare that i met and she refused to take a picture with me because my hair wasn't fixed,0
 i do love you like a fat kid loves cake,1
11:11 to be loved,1
 hope this works!!,1
remember me why should i still use the college address when actually i don't give much fucks about it...,0
it might look sketchy asf at night but i still love this,1
 hey do you hate being bored? music so live it went viral and kill boredom percolate by catchy hooks available on itunes. enjoy,1
 preach like wtf he shaded louis is u stupid or what,0
cough can you fuck off please you've stayed too long now,0
life is a series of ups and downs. like a roller coaster ride that you were forced to get on by your douchebag friends.,1
thanks for the music,1
why does everything have to fuck up. everything is changing. and i really dont like it,0
 got a 3 hour accounting class. kill me,0
fuck all the people who said 4quad in timmys chat you don't know how bad he's hurt. he's been through hell and back. so a big fuck you to u.,0
 people are throwing hundreds of dollars at him. i'm sure she'll be fine. <tease>,1
 i'm honestly okay with jv on the dl..our rotation is doing fantastic,1
father and mother i love you. : (f)orget (a)bout (m)oney (i) (l)ove (y)ou,1
im so happy right now and some will know why im more happier the. i have ever been,1
 feels like heaven when you take me in your arms,1
serious question: how many of these are hate mail/death threats?,0
i've seriously driven 15mph over the speed limit in front of a cop &amp; didn't get pulled over yet i get a ticket for something stupid as fuck,0
everything seems louder and more annoying !,0
 the way she articulates such complex env. ideas using easier to digest media. sprinkled with fun. optimism and local action!,1
there's no greater feeling then being inlove with your bestfriend,1
my trial was filed as a crazy suicidal head case. #top #stayalive,0
i'm a calm girl. i know what i represent myself and what i'm worth in life. and i'm not sa...,1
traveling by train is great,1
i'm still in love.,1
eagle scout merit badge. $100.00. via etsy. very nice! recreate for less $?,1
 i watched 4x07 the other day and i'm honestly still in awe of it's perfection.,1
i like pickle chips,1
we debuted in march '96 (we're 18) with purity. hope in a jar. amazing grace. kiss me. shelter &amp; the coloring book #triviatuesday #philobday,1
you outgrow ppl and that's ok,1
fucking sick of little fuck boys. grow up,0
dont even get me started on louis. he's achieved so much at a young age and he does so many things to help everyone and be nice.,1
happy birthday !!!! my birthday present is to never let justin go back to marion,1
 good luck. sad to hear you are not at your best. obviously have good people looking after you making sure you get best treatment.,1
just got majorly hit on by a super hot guy. ah. i still got it! #seethering,1
 yeah wait until they find out that you're trying to steal my kids you need to stop ok?i mean leave us alone!!!!,0
i feel so empty and dark inside i just wanna die,0
now she is punishing me with no contact for one week. she said its because i was rude. 2 thing - it's immature. adults can talk. 2...,0
our bodies are truly marvellous and continue to regenerate everyday ... #breathe #slowdown #eathappy #findbalance x,1
i'm in-love over and over.. <happy>,1
i can't think of anywhere that i would feel comfortable raising my children. especially if those children are black men in the making.,0
yayyy!! so proud of myself!! my professor wants to use the website that i created for an example for her classes next year #yayforgoodgrades,1
relaxing at home. doing nothing as the evening passes me by. how wonderful.,1
everyone is soooo annoying today. i'm gonna lose it,0
in all my three years of high school.. this year is the year that's gravitated the most hatred of all years of school ever!,0
 we should really focus on what's important here. and that's the 2013 oregon st offense.,1
 i'm trying but they don't like me. chris is getting ready to blow a load on katy perry.,0
 i hate you,0
yall kendrick is my life im so happy he won <happy>,1
 there are no great football movies,0
 thanks for the . much appreciated. <happy>,1
i don't care anymore.,0
 why stop when you can just keep going? i'd rather be bad then good honestly she looked at him what brings you to~,1
#sagittarius likes a little challenge in a relationship so dont be a pushover! stand up and push back. that turns them on.,1
honestly goin off some people. really bad.,0
still digging around gas lines on yosemite/hampden to access #mainbreak. hope to have pipe fixed/road open overnight,1
 #backstrom and a cute dog like what more do you want,1
the opposite of war isn't peace. it's creation,1
 what message that you love me <happy>,1
peace is always beautiful. ~ walt whitman,1
 wow! gorgeous! enjoy!,1
going to bea? i'll be sharing a stage with . . and other awesome folks b/c is boss:,1
with liberty. and justice,1
this is perfect.,1
i know i already have a job but i am seriously considering prostitution for another source of income #tooskintforlife,0
i'd be so in love,1
 and snuggies are a good idea i will look into this immediately,1
everyone saying we need a striker. yeah. we fucking sold him to hull... why did we sell jelavic? #efc,0
 love it!,1
 i've heard that band's new albums is good. haven't actually heard it yet.,1
today has been ridiculous!,0
dear universe. love my magic 8 ball. i know i can always count on it. <happy> thank you for the lighthearted guidance.,1
 hahaha i'll end my life before i submit to you. no one has broke me nor will they hahaha!!,0
 ok thank you so much! and are you able to check if they have the black one in a petite size 4? <kiss>,1
#days need to get rid of all these horrible characters. cut down to half hour. bring back a couple proper sets &amp; then i would watch,0
life is good. god is great and i have absolutely no complaints! <happy>,1
louie's the only person i can talk sexual too and goes with it. this is why he's my best friend.,1
 just wanted to say loves you and you're his bestest friend ever,1
that's more of a mental thing though. just how confident i feel.,1
 his arrogance is as big as his ego. both having the ability to pop.,0
don't ever make me leave a show as soon as it's over. not okay.,0
thanks for the rts this week! via,1
sorry snap chat.. jk i'm really not,0
 youre beautiful anyways <love> <happy>,1
make sure you can take care of yourself before you start to care for someone else.,1
yes i'm a hateful person. yes i'm an asshole. but you know what. so?,0
one day everything is peace,1
everything is slowly falling into place. i feel.,1
black baltimore residents aren't 'animals'. we punish people for killing animals | jason nichols,0
 that's great news. <happy>,1
the beauty blinds e,1
holly is so amazing,1
i'm watching shrek by myself right now. no shame,1
 super good huh? we'll have to check it out thanks <happy>,1
i want to post my tbt now but i can't this is so difficult,0
lacking energy makes it impossible to think optimally &amp; this in turn makes me frustrated &amp; bored &amp; apathetic. which leads right to nihilism.,0
 its a lot.... it's less if you just don't care abt ur mistakes but i keep trying to do a full teams work on my own lmfdmmao,1
the fact im always cold is beginning to get annoying,0
you know i want to die but im really afraid of death i have no purpose to live all i am is a worthless pos and a waste of time just kill me,0
keep it simple today and focus on what you most need. think about changing something in your life to make it easier for you. #newperspective,1
anytime i watch the food network i get inspired to cook something crazy. mmmm #tastyinspiration,1
want to coach &amp; do bschool? check out my rocking bonuses to save you time money and energy here:,1
literally have no strength anymore,0
hm i like ur face,1
i hate the fact that it's so easy for females to leave after they done been in somebody life for yrs like do y'all own a heart tf,0
 for sure man. you've got skills. let me know if you're ever interested in working a gig in ny,1
love yourself enough to leave the person you once loved.,1
laught at life. love life. live life,1
+to their mothers cause it was like a mother's day song and it was just the cutest thing ever,1
lol a usty abuse fuck oot oot taxis .. taxi to sahdias and home from sahdias nae wonder a was so skint aw the time,0
 bad luck. still it's kabin on a friday. not going to be that hard a day <happy>,0
seeing the people i care about happy makes me optimistic that this pain &amp; sorrow can't last forever,1
: don't mock others.it may be that allah will decide to forgive their ignorance and hold you accountable for your arrogance.,1
college interview in 3 weeks. shit,0
with the new day comes new strength and new thoughts. - eleanor roosevelt #quote #quoteoftheday,1
hello reality i'm a sucker,0
 love me,1
 i'm in bed because i'm a good girl. is it really sad,1
i'm not good at many things but fucking shit up yeah i'm a pro at that shit,0
i don't think i've ever been as happy as i am now.,1
 well it stopped snowing. but i hadn't done the dance yet.. what does this mean!? :o #crazy,1
shoutout to all zayn girls out there who keep being strong everyday. niall girls wont feel pain as much as they do everyday. love you fam!,1
it's time to snap on my wonder woman bracelets. twirl 3 times &amp; be awesome today! ~ #dtn,1
i hate hoes like that who make no sense !!,0
i was on jacks younow and i couldnt hear anything and i got so frustrated and then i realized that the volume was down alright im out bye,0
i luv . everyone tell her happy birthday.,1
nothing like having the one person you thought you disappointed heavily call you to tell you that you didn't and that they treasure you.,1
 uhuhuhuhuuuhuhuuuu beautiful rose wardo your love never wilted it survived the frostiest of times,1
 good enough for a trial. thanks.,1
 *hugs chu* i was so fucking scared i nearly passed out,0
 he is funny but i watch him through my fingers at times! i wonder if they think all british ppl are like joey.,1
i got lady tsunade-hime to give us a mission. well you-,1
 whatever you do. have a meal at monteith's on the high street. best food/drinks i've had in years. perfect sunday dining.,1
 lol i had to cause i barely got shit too so fuck it,0
she was waiting for sadness to kill her,0
just a little edit i made (bc of boredom) because i want her to win so bad. #votetrismtv,1
the new sampha and drake track is surprisingly good. but then sampha is great on every track,1
 thank you so much,1
i liked a video,1
#aquarius: you have sex with you is easy but annoying.,0
not sure what the words are in gaelic. but the sentiment is there: dublin. you're a winner. #eatingcrow #ireland,1
this is really unfair and bad for me.,0
 true it's just one thing we can control and just ditch the circus let him be somebody else problem,0
: quote your favorite lyrics throw one up for love. don't give up. just stand up!,1
something tells me is quite excited to get back on't hallowed turf today. let's finish pre-season with a goal <happy> #twitterclarets,1
 mc of all mcs. master is proud of you <tease>,1
 that's really cool! go for it!,1
i don't even fuck with you honestly ... like haven't you noticed already bitch,0
it's good just blame the stadium #sdvssf,0
even in darkness. it is possible to create light. ~elie wiesel,1
if you talk shit about your ex girlfriend and you're the one that screwed her over you need to reevaluate yourself because that's pathetic,0
ripper caroline is so annoying,0
im stupid yes i know im stupid and a worthless piece of shit.a attention seeking bitch there are you happy i said it......,0
 sneha di congo for ur weddng..stay blessed..if not prsnal..can u plzz tell us y shakti wasnt there at ur weddng di..,1
lmao funny story.,1
i love tyler. the creator. the internet. all of them,1
 that's literally the worst.. i've had it happen to me at divisionals.,0
how to get a body like cristiano ronaldo:,1
 oh my god. she looks insaaaanely beautiful! lots of love for her <kiss>,1
 young kids will look up to him as a role model when he doesn't deserve it. it's virtually condoning rape,0
sick of being lied to,0
 man i love you so much,1
 i bet you don't haha it's the worst! thank you <happy> can't wait to get them off!!,1
 he grew up with two hard working. middle class parents on a farm. bruce is a billionaire. diana is an amazon princess...,1
always try to give the world. as much love and goodness. as you can .. #healingthoughts,1
the unbreakable kimmy schmidt is slowly becoming one of my new favourites.,1
#gemini : you put a smile to the world. the world will eventually returning smiles,1
maybe instead of getting drunk and judging my life you should pay a little more attention to your fucking kids.,0
happy gila ending aku hahaha. so much for my happy ending,1
what happens when 's speech gets dropped on the floor... ? (spoiler: he's still brilliant/on top form),1
well hello there !! hope all is well in chicago <happy>,1
 you're also one of my closest friends! you're like the big sister i never had!! <love>,1
 love u. feel better. it's tough but these feelings will go away eventually! <love>,1
 hahaha he used to teach me drama and english in high school...lol #abjalumni loved his esks stories,1
there are few pleasures greater than walking around one's garden while drinking a coffee.,1
 haha. you drew the same conclusion as me... yes. it wouldn't surprise me at all!,1
 gurrrrrrl i am so happy for you! well done you clever egg. we'll be at the same uni bby! <kiss>,1
 thanks. will fix soon,1
a very good morning! wet morning!!,1
i'm having a good eyebrow day so..,1
 i actually hope it works....,1
kanye is so good,1
they say* weed will solve everything. i'll only get you high. away from the problems. but you still gotta come down and face them.,1
 this suuuupper old. it's a fake name. she said that on the 1st reunion.,0
 happy birthday bro! i miss ya man!,1
that gif is hilarious,1
go follow one f my awesome followers and my idol hes amazing takes grey photos hood at his job and hes amazing,1
#ff some of my favorite peeps! first ever #ff,1
literally gives no fcks abt haters anymore just hate on i am soulless.,0
i made the best mugcake ever. 10/10 would recommend,1
 thanks for the . and what are your top 2? (same as to . not allowed to say all from your manifesto) <tease>,1
noc shift: feel like shit 24-7.,0
people scare me when they wear surgical masks casually around...,0
 he is the cutest asian grandpa ever omg hahahaha,1
the fish market kills me everytime <disgust>,0
jason is doing funny dances to cheer me up. and they're the best.,1
cheer competition for the day.!,1
 she is so cute <happy>,1
 is so amazing,1
you wanted me to be a bitch?you got it. then don't tell me i've not warned u about the consequences,0
 thanks for following v,1
champ loves nicholas and caleb and it makes my heart happy.,1
 gonna be plenty of more chances. george isnt gonna give up because of a bad day. you're a freshman. you'll get over the nerves,1
eating cheese dip with doritos sweet chili #friday #movienight,1
like on sum real shit....this will be an easy fight for floyd,1
when ur tired as fuck but too lazy to go to sleep,0
haha just joking. it's extra time folks #banter.,1
i decided i'm coming out of my grandma shell. get ready world lol,1
 trust me you'll be fine i was off school for a year and didn't revise and still did alright,1
but i did like him on that vh1 show what chilli wants. he seemed much more humble.,1
im trying to deal with the news and cubes is gonna kill someone for who knows why,0
when you're in love you remember 30% of your dreams.,1
everything is alright.,1
 right lmao like i'm so lost who started this shit,0
the term growing pains. has never had so much meaning to me ....until now.,0
 this is disgusting btw were you ok the other night i could tell you were seriously drunk so i didn't want to reply hahaha,0
tired of people telling me i have good luck. there's a difference between being lucky and being blessed. get what you pray for.,1
also on the plane watched john wick. ticks the boxes. thoroughly uninspired though. utterly bored.,0
locked out of my bank account because i can't answer the following question: where were you new years eve 2000?,0
wife of #palestinian who carried out #jerusalem synagogue attack banished to west bank. due process lacking:,0
thats literally crazy 6000 and 1000 tats basically full marks wowowooww,1
 cant even imagine it or i'll cry of excitement,1
 the arena lands are pretty cool too.,1
that knife scene was probably my favorite scene in all of breaking bad thus far. so many emotions. so powerful. so masterfully executed.,1
conversations could feel challenging over the next few days. be clear with yourself about your position then keep it simple. #newperspective,1
regional paper talk: janmaat in demand: liverpool. manchester united and southampton will battle for newc...,1
 stop i am the quote queen!!! this is where i let out vengeance in the world! i'm a delight on facebook and instagram haha xx,1
shit i can't wake up without one of my lazy ass family members in my ear asking for favors,0
 i'm in more pain than i can ever imagine <kiss>,0
on first listen new weezer album is a pleasant surprise. they stripped things down some real catchy tunes on there!,1
new life goal: save up enough money to go to the austin tv festival in june.,1
feels good to have glasses again. my eyes have been needing them.,1
does the vicious malicious libellous bitch behind your abusive offensive letter to me still work for you. hebden bridge group practise?,0
god will do his best daily to make you happy.but you have to make the choice as to wheter you will choose to be happy in spite of problems!,1
remember this... if it's not happening fast does not mean it's not happening. honor your process.,1
i fucks with trinidad james so tough...,0
so whatever you're going to do.... you better do it well !,1
listen to your physical body and realize what it needs. remind yourself that you deserve to take very good care of yourself. #newperspective,1
 that's awesome! congrats.,1
you're going to make mistakes. the most important thing is that you learn from them. and move on.,1
 i'm gonna try to come soon. i miss y'all so much.,1
morgan j. freeman. a woman. is one of the executive producers on the show 16 &amp; pregnant. what a dumbass.,0
 i missed you there bro. unless you were dressed as a supermodel. to which i would say. nice dress.,1
proverbs 16:8 better is a little with righteousnessthan great revenues with injustice. #bible,1
i was laying in bed thinking about what a horrible friend i am and that i'll eventually end up alone,0
sometimes it's just fun to color outside of the lines...be yourself! ~ #dtn,1
my ankle is fucked. my ear still hurts . throat is feeling a little better but my head is pounding.,0
 #we love ya! &amp; your dream team in mojave. ca.#every one doing an extremely awesome job!!,1
i havent even left for school yet and im already crying great,0
so happy to be hame nd greetin a feel so much better,1
 thank you aahh,1
hey you should play some amazing #rowdie #anitmyfault its amazing music by ,1
 holy christ this is so painfully 2007,0
bruuuuh . heart burn is a killer,0
 mason. rose. townsend. walker. but we have the likes of kane/carroll/pritchard to include next year.,1
never in my life i have been more painfully aware of my weaknesses &amp; shortcomings.,0
i think i have a good idea on making things work if he'll just hear me out,1
 it looks so much better than it did!,1
psychology says - the key to accepting change is to let go of fear. you over think less once you've accepted that things change.,1
i feel like i've been hit by a bus multiple times in the past few days,0
just told my dentist that i'd negatively review his practice if he pulled my wisdom teeth &amp; it hurt more than he swore it would. ha!,0
a change of directions is completely possible so stay flexible. keep an open mind and have faith in what is taking place. #newperspective,1
lrt i hate moms,0
im a antisocial outcast worthless pos,0
hope everyone has a great first day back!,1
i'm an open-minded. straight forward person. i love to spend time actively. like communica...,1
 christians &amp; jews have slaughtered 100's of thousands of muslims in the mideast.,0
 -- the well hidden entrance.. revealing a whole new world.. it was beautiful.. empty.. but beautiful),1
well that was embarrassing,0
 lets get a nicki black friday lil kim inspired tattoo on a friday the 13th,1
cute little picnic on the beach at mersea,1
 funny how this tweet is about about justice period. who's being selfish? i understand 9/11 and give my respects.,1
 thanks for the shout out! <happy>,1
this hurts. a lot. i just want it to stop. please.,0
 i am afraid that this is gonna start a movement &amp; other states are gonna go to the crazy tea party,0
and i'm sure the rent is going to increase a lot more than what my landlady said now that she's going to talk to the agency oh fuuucckk,0
how do i undo myself from being friends with some people? aha please,0
its nice how i manage to remain excited and happy every single day,1
good spots in london to do a photoshoot?,1
do u think i care? no. adios...,0
a true relationship is when you can tell each other anything and everything. no secrets and no lies.,1
so it's really not worth throwing around *information* anymore. as if conservatives read *information* and go oh shit. we're doing it wrong.,0
 thanks for reminding me it was on! recording now.,1
i'm too judgmental. lol she's cute in her own way i guess,1
 stop no one knows you stupid whore,0
 hehe miss u <happy> you still have yet to visit my humble abode in br,1
a few things i'm excited for next year:,1
don't dwell on the past; learn from it. #inspiration #quotes #past #future #lifelessons,1
gosh i hate every guy on planet earth,0
oh wow that helped thanks dude,1
 i hate you,0
well it worked for me xd,1
 thanks. i hope so to,1
i think about you all the time. even when i have so much to worry about even in the late hours of the night. you're always on my mind.,1
 of course i can show you.baby...i'll show you everything. okay? she gave him a bright smile,1
so king of the ring is back. that's cool. #wwe,1
i am so happy to be here,1
i had to get two inches cut off my hair... thanks hairspray.,1
they just wanna fuck my lil bucket up. just got rear ended,0
 thanks for follow,1
im just constantly excited for my next meal throughout the day,1
#sagittarius knows they look good. they just don't want to look desperate.,1
 happy belated birthday,1
start and end your day... please  #2thank,1
 ciani...you know damn well you'd get smacked!,0
: we will ...please fuck off banners,0
 it was? crap. i musta been out killing that dude that- um. anyway. yea. it was,0
but alas. onwards we go with leeds life. that pressure gauge has been rather cranked up this week. time to rise to the challenge then <happy>,1
 love that nyx lipstick,1
love brings either joy or pain to a human heart. - awwww <love>,1
remember love. you are a light vessel.,1
 whatever your idea is. i'm interested to see the result.,1
 having played a raid. you don't want matchmaking for that thing. requires people functioning as a team &amp; being very vocal.,1
 without doubt this will be the worst appointment in this cabinet,0
 ohh ok..? i think i get it..,1
 why u do this?? things like this aren't meant to be shared!! now im scared to go to sleep!! d'=,0
quality time with the reubens. thanks for stopping by family.,1
i love you so much tom felton,1
stay in the water longer with the new hurley phantom wetsuit. less weight. more warmth. shop now,1
fucking hell i only want to ride my bike not go to the moon i do not need a helmet to ride five hundred miles smh,0
my mom be talking to someone and says shanza will go do it ahhh no tf shanza won't. shanza doesn't want to do shit.,0
 mmmm. that's a very nice look indeed. he should def. be encouraged to dress like that often <happy>,1
i love softball so dang much,1
anybody want a life size teddy bear??? no $$$ its free !!!,1
i can't believe you let me down. but the prove is in the way that it hurts,0
tried to do self portrait and it's pretty shitty. but practice makes perfect,1
i really don't care about the royal family or the baby,0
 yessss so happy!!! <love>,1
i hate how everyones coming and i can't buy any tickets because i have no idea what state i'll be in,0
this is going to be a great week for all our sweat cardio members!,1
i cared. you didn't.,0
 darling i don't know what is happening in your life but please stay strong-don't do anything you can't take back- talk to me,1
i seriously can't stop crying. it just hit me today that i've reached the single digits until the day i leave.,0
every time you smile at someone. it is an action of love. a gift to that person. a beautiful thing. -mother teresa,1
too much homework has a negative impact on a person's memory as well as overall health. also leads to clinical depression.,0
so anyway. by now everyone thinks my mom is really cool. right? listen to her radio show: :-d,1
all i really need is one chance. i swear you won't regret it.,1
dear entrepreneurs! please take advantage of seed funding by youwin and teep by the !!! you just never know..,1
spending time with lil leila tonight. i'm so excited. cutest baby ever! first i'm going to swing by and visit suzie for a few #busynight,1
that's not the really bad part though. the really bad part is that i'm deeper in the red each paycheck,0
did you know you can check your twitter analytics? so cool.,1
the amount of 0's i have on my schoolloop is the amount of fucks i give about you coming back to me.. reason why there's a past,0
snp have hugely damaged the left in uk &amp; destroyed it in scotland. strangely they call this being progressive #ge2015,0
i think we can all agree that's a shitty picture.,0
aaron hernandez found guilty of 1st degree murder n sentenced to life without the possibility of parole. he shuda got 25 yrs instead ,0
