Tweet,EVENT,GENERALIZING_SENTENCE,GENERIC_SENTENCE,IMPERATIVE,QUESTION,REPORT,STATE,DYNAMIC,EPISODIC,GENERIC,HABITUAL,NON-GENERIC,STATIC,STATIVE,labels_for_settingA
"i can't think of anywhere that i would feel comfortable raising my children. especially if those children are black men in the making.",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" i am chill lol!! x3 .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"can you get more pathetic? .",0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"this protest the hero station on pandora is perfect for feeling pumped while washing dishes .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
" no corruption oo. floyd is just a very smart boxer. #48-0 .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"fun fact in 3rd grade my mom made me print out lyrics to songs i wanted to buy on itunes &amp; i cried when she said no to right round .",0.5,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.75,0.0,0.0,1.0,0.25,0.25,0
" miss you too!! <kiss> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"go check this out and like and share and tell me what you think and stuff. thank you <happy> yours - ella henderson cover .",0.0,0.0,0.0,0.5555555555555556,0.1111111111111111,0.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,0.0,1.0,0.8888888888888888,0.3333333333333333,1
"we can't outrun our problems no matter how much i try to forget they're always there .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0
" tbh hes irrelevant to me and idec about what he does anymore. the boys love us and thats all that matter. zayn is a douche <skeptical> .",0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,1.0,0.75,0.75,1
"goood morning and today is christmas day!!!!! i would like to wish youu and yours a very merry christmas...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"and my job is i'm back ur gift follow.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"i may fall asleep.. this could be awkward being driver today lmaoo .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"haha good thing i like to live my life with no regrets : the regrets u oin have when u sober up   .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"i'm literally the worst student ever. i have no motivation anymore. yay american school system .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"is sleeping with the tv on a sign of stress? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" i like to read .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"be amazing today! do something amazing today! make someone else feel amazing today! happy saturday <love> sweat cardio .",0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.6,0.2,0.0,0.0,1.0,0.8,0.4,1
" fake. you are not louis. ew..",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"why do i even try like honestly .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" like uh .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
"#nothingbutnets: one net brings a big smile! .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"tbh hopefully i pass this chem test? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"the real tory values ? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"vocal teacher: you're more of a boy band roger but that's fine. it's what you're good at so roll with it .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i still want a niall/5 no shame .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" iron man is awesome so tech u r awesome .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" dont worry fam!!! every tru procrastinate-rrrr needs to spell it right <love> .",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" when did you like mlp thou .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"sure. [[smiles at ]] we'll go shopping tomorrow. ",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,1.0,0.5,0.0,1
" well. meddling yes. but definitely trying to make things right because he's a good person <happy> #powerrangers .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" just wait till i release the scottness on mk <kiss> .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"humans go about life feeding off of each other's energy. whether you realize it or not... positive energy can go a very long way.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0
"unfollow me if you want #sbspopasiaexo .",0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"positive anything is better than negative nothing. elbert hubbard .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"more of a win win situation .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" i have actually been to a couple of these ghettos that you think are so fantastic. hell on earth seems an apt description .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"from ontario court of appeal says endangered turtles trump wind farms .",0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,0
"india's agriculture shares 13.7% of country's total market of $2 trillion.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" disappointed if it is him. gunna have to remove him from my dream team.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"love my dad muahaha <kiss> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" thanks for the heads up. much appreciated .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" #1984play language. newspeak. - i could go on! also we v much wanted it to punch you in the stomach. just like the novel does.",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.25,0.0,0.0,1.0,0.75,0.5,0
" when the whole arum story sounds rotten. the wrong year matters .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"this is how i look like and i don't feel beautiful .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"someone: you look pretty today .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"waiting on empire &amp; lookin at the clock like...... tick. tock. tick. tickety . tock .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" god damn u know you'll enjoy it so just come u crack head .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0
"who the fuck are you #bitches on the bus .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" im laughin @ u .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
"2. argue about basketball .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"but he's a good man . i think.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"did you hear miley cyrus broke up with her boyfriend? apparently they couldn't twerk it out. *crickets followed by violent tomato throwing .",0.25,0.0,0.5,0.0,0.0,0.0,0.25,1.0,0.25,0.5,0.25,0.5,0.5,0.0,0
"wow. the first time i trust daniel with an ugly snapchat &amp; he loses it. now it's been posted. ok.",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.0,0
" fyi. jackie robinson got his start in #montreal people there embraced him as they will you. come to &amp; show your talent! .",0.2,0.0,0.0,0.4,0.0,0.0,0.4,1.0,0.2,0.0,0.2,1.0,0.6,0.0,1
" yes #concorde would look great but the ceo of airbus would probably scrap that like he forced ba to scrap real ones .",0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0
"argh hate feeling pressured .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" start playing pokemon tcg online! do it! .",0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,1
"sorry. it wasn't my goal to offend you(or anyone).",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"international women's day! what strong female past or present inspires you? .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"i hate people say it's part of life... but that doesn't mean we have to sit and take this bullshit.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,1.0,0.8333333333333334,0.6666666666666666,0
"#capricorn + #leo = a life of wonder and excitement.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" stance on gay marriage doesn't give them a pass on their eagerness to tax families into oblivion .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"life's just a big pile of horse crap .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
"up early to chat w/ re spotify valuation etc (best bit of am radio: i can go back to sleep after) .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" downfall of the #gop/#rwnjs party. happy days indeed. <happy> #gophatespoorpeople #gopwantswar #gopbudget no more. <happy> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"just be real y'all. i can't stress that enough.",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"....stones taught me to fly <love> love taught me to lieee....",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0
"i dont like tv .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i'm an open-minded. straight forward person. i love to spend time actively. like communica...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"drama that's over now? i'm so fucking annoyed right now and i can't even talk to you about it because we're not friends anymore. i cried + .",0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"starting saturday i can start running again.. thank you. lord!!! .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"today stats: one follower. one unfollower and followed 2 people via .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"forgot my headphones so i'm singing to myself in my head because i love me .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1
"pettiest poem ever. i love it.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
" oh that is ugly. i have the utmost sympathy. <sad> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
" katong uban diay??? hek hek hek.. plz email it to me na lang hehehe macoyz_14@yahoo.com .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
"okay so i'm confused with the statement .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"let's get down to business. to defeat the huns .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"omg want!  : this uss enterprise router makes your router look like a garbage scow .",0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
"lurk and get ya feelings hurt .",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0
"naps continuously fuck up my sleep schedule .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"everyone is soooo annoying today. i'm gonna lose it .",0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"how do i undo myself from being friends with some people? aha please .",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
" thanks for following. have a healthy day.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"wish i could have made it to 's book launch. not only did i deliver a workshop. i returned home to a plumbing disaster.",0.25,0.0,0.0,0.25,0.0,0.0,0.5,0.75,0.25,0.0,0.0,1.0,0.75,0.25,0
" sigh. really had my hopes up then <sad> .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"happy birthday delaniiee .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"so. was everyone laughlin bound for this weekend or what? .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"today stats: 2 followers. no unfollowers and followed one person via .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
"aaand i'm in bed again. alone of course. but it's still wonderful .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"when someone takes a candid picture of you and you didn't actually know you were that ugly .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0
"fun psychology facts here. smiling is the first thing you should put on and the last thing to take o .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
" hashtag for the walking dead <happy> this episode surprised me. i have to say. i was expecting the worst and it was... not the worst.",0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.25,0.0,0.0,1.0,0.75,0.75,0
"my new girl friend  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"today needs to be over. like really .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"80s movies are cool af what ever happened to our generation .",0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
" haha tngh mood jiwang ni weh aduhh spoil laaa .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"i hate that now. i have trouble trusting people i should. if i could forgive and forget. and move on then i would.",0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,0.42857142857142855,0.0,0.0,0.14285714285714285,1.0,0.8571428571428571,0.5714285714285714,0
" good day kind sir. what say you of this? .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,1.0,0.0,0.0,0.5,0.0,1
"watching a fantastic online business training from  .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"im so unbelievable proud .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"since didnt win it im happy his teammate won it thats #fordpower for ya  .",0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,1
"u no pandora is so nice .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i just passed up hours so i better be productive with homework tonight.",0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,1
"keep your eyes open to your mercies. the man who forgets to be thankful has fallen asleep in life. robert louis stevenson .",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1
"what to prize above all else in the world: lessons from a soviet forced labor camp .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"oh my god!! this is the best tweet so far this year. mgm = mayweather gets money. 48-0 is confirmed. lets get it champ.  .",0.2,0.2,0.0,0.2,0.0,0.0,0.4,0.6,0.2,0.0,0.2,1.0,0.6,0.4,1
"gd: good luck huge boy my son .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"my osteopathy sesh has left me so tense and acheeeeey.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"#success #action# inspire# .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
" i thought so. it's cool. it's so damn sad to see this happen. hopefully no one is killed.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.25,1.0,0.75,0.75,1
"i just watched a lion kill a baby elephant. totally recant my previous tweet.",0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.0,0
"me - don't worry it is .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"too much homework has a negative impact on a person's memory as well as overall health. also leads to clinical depression.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
"hi tobes and nancy... good to see you on bcsm <happy> #bcsm .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"#truth #storm #themfeels #perfection #quotes #elegance #meallover #lovethis #brilliant holdontilmay_5 .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"i hate when dumb niggas try to argue with me .",0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0
"slowly weeding through people i don't talk to/don't talk to me.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
" his arrogance is as big as his ego. both having the ability to pop.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"i love kat <love> .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
"ugh i'm so annoyed wit #bbchristine not using power of veto. she ruined it cuz #bbnicole was gonna backdoor #bbfrankie #bb16  .",0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.2,0.0,0.2,1.0,0.6,0.6,0
"your first love will make you realize your first love wasn't your first love.",0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0
"i saw someone walking down the stairs but hell there's no one .",0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0
"i'm like the perfect female best friend though.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"ally is my favorite .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"follow me baby ? x146 .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"dealing wit a muthafucka who operate when they feel like it just miss opportunity smh .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0
"slept for 12 hours today therefore i won't be sleepy for a few more hours .",0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1
"#yoga #insidejoke #hashtag #sparkle #mrclean #flowers #quotes bree_gummer .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"//1. kardashian's butt -cannot- naturally be that large.. 2. hair in the face is for ugly girls. tyra says so.",0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0
"spending the evening playing deal or no deal in mcdonalds #truelove .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
"and i finally just broke .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"when you see someone shopping that owes you money is the funniest shit to me.",0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0
"this is really funny lol.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"don't dwell on the past; learn from it. #inspiration #quotes #past #future #lifelessons .",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,1
"i have learned that sometimes sorry is not enough. sometimes you actually have to change.",0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
"mad for blue skies. mad for golden sun. mad for only you.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
" i have trouble hating too much on vice taxes. even the ones on my vices. probably the most fair form of taxation.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"anyone fancy a bit of call of duty advanced warfare tonight at 4am uk time ? .",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
"what i dont get is . how did i put you in this position? i made it fucking clear he means nothing to me and that im focusing on you .",0.25,0.0,0.0,0.125,0.0,0.0,0.625,0.5,0.25,0.0,0.0,1.0,0.75,0.5,0
"he likes his girls bbw .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"#mondaymotivation: never let anger and pain change the person you are...",0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1
"it's a mistake. if you mess up and .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,0
"i do what i love but im not good at it .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0
" agua pasa por mi casa cate de mi corazon el que no me lo adivine sera un burro cabezon .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
"when teachers ask why im late. (vine by ) .",0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,0.5,0
"all is violent. all is bright .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
"*dies happily once again* .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"and i'm sure the rent is going to increase a lot more than what my landlady said now that she's going to talk to the agency oh fuuucckk .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.25,0.0,0.0,1.0,0.75,0.25,0
"american sniper has ruined the cool films that begin with american .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0
"they literally recommended me to do the easier maths .",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
"happy new year to all.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
"it is so helpful having male friends that can shed light on situations.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.5,1
"i mean. it's great that you're happy but if you're going to post things like that online you should really tell what's going on- .",0.0,0.0,0.4,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,1.0,1.0,0.4,0
" i keep having debates with friends who praise hills/mountains/interior regions as some place ideal.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0
" i haven't finished my project yet. i'm leaving before i have to turn it in though haha .",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,1
